order_id,delivery_time,first_name,last_name,order_details
2015-001060,17:12:04,Joy,Arias,large mexicana;small spin_pesto
2015-001061,18:04:36,Hendrix,Morrow,small prsc_argla;small spinach_supr
2015-001062,17:57:37,Diego,Barron,medium ital_supr;medium ital_supr;large napolitana
2015-001063,18:02:47,Holden,Benjamin,medium calabrese;small big_meat;small mexicana
2015-001064,18:01:53,Aurelia,Cross,small prsc_argla
2015-001065,18:32:49,Luis,Harper,large cali_ckn;medium bbq_ckn;medium veggie_veg;large ckn_pesto
2015-001066,18:39:53,Malani,Patterson,medium classic_dlx;small ital_veggie;medium cali_ckn;small pep_msh_pep
2015-001067,18:48:26,Nyla,Blackwell,large hawaiian;large cali_ckn;large peppr_salami
2015-001068,18:56:43,Ezekiel,Grant,medium sicilian;large southw_ckn
2015-001069,18:57:01,Gideon,Giles,small big_meat;small thai_ckn;small sicilian
2015-001070,19:01:12,Lyla,Huerta,medium bbq_ckn;large pepperoni
2015-001071,18:56:27,Spencer,Russo,medium spin_pesto;medium pep_msh_pep;small peppr_salami
2015-001072,19:07:31,Eliana,Weaver,small classic_dlx;large five_cheese;medium four_cheese
2015-001073,19:08:06,Josue,Ellis,large spicy_ital;large five_cheese;medium spin_pesto
2015-001074,19:34:00,Emanuel,Gregory,large ital_veggie
2015-001075,20:01:19,Bryson,Campbell,large mexicana
2015-001076,20:16:01,Poppy,Santana,large pepperoni;medium ital_supr
2015-001077,20:52:01,Connor,Salas,medium ckn_alfredo
2015-001078,20:52:09,Greyson,Carey,large four_cheese;large ital_cpcllo
2015-001079,21:19:17,Kendall,Roth,small thai_ckn;small green_garden;large pepperoni
2015-001080,21:53:51,Miracle,Henderson,medium spicy_ital;small soppressata;large sicilian;medium ital_veggie
2015-001081,22:05:27,Denver,Valenzuela,large five_cheese
2015-001082,12:00:04,Ella,Larsen,large peppr_salami;large thai_ckn
2015-001083,11:59:56,Nathan,Watson,large southw_ckn
2015-001084,12:01:13,Georgia,Malone,small big_meat
2015-001085,12:18:57,Matthias,Palacios,small hawaiian;large southw_ckn;large spinach_fet
2015-001086,12:38:00,Liana,Joseph,small bbq_ckn;large mediterraneo
2015-001087,12:41:32,Adelaide,Cuevas,medium spinach_fet;large four_cheese
2015-001088,12:35:47,Augustus,Huffman,small thai_ckn;large pepperoni;x-large the_greek;large mediterraneo;small big_meat
2015-001089,12:33:41,Jace,Sanders,large ckn_pesto;medium spin_pesto;small big_meat
2015-001090,12:51:48,Malia,Meza,large napolitana;small ital_supr;small ital_veggie;large hawaiian;medium ital_veggie;large bbq_ckn;medium cali_ckn
2015-001091,13:00:35,Beckham,Miller,small pepperoni
2015-001092,13:12:32,Gemma,Gill,large bbq_ckn;small cali_ckn;small hawaiian
2015-001093,13:10:54,Millie,Doyle,small prsc_argla;large pepperoni;medium classic_dlx;large napolitana;medium ital_supr
2015-001094,13:14:49,Joaquin,Hardin,small brie_carre;large ckn_pesto
2015-001095,13:24:49,Poppy,Valenzuela,large four_cheese;small cali_ckn
2015-001096,13:49:50,Finn,Murphy,large four_cheese;large four_cheese;large napolitana;large ckn_pesto;large mediterraneo;large prsc_argla;large soppressata;large veggie_veg;medium napolitana;small mediterraneo;large spicy_ital;large five_cheese;large pep_msh_pep;large napolitana;large spicy_ital
2015-001097,13:49:29,Landon,Page,large bbq_ckn
2015-001098,14:02:01,Teagan,Bell,large napolitana;large the_greek
2015-001099,14:10:30,Estella,Mcfarland,small mediterraneo;medium ital_supr
2015-001100,14:12:18,Kamari,Calderon,large mexicana;large thai_ckn;medium napolitana;medium ckn_alfredo;small green_garden
2015-001101,14:15:13,Jax,Santana,large cali_ckn
2015-001102,14:37:22,Ruben,Suarez,small ital_cpcllo
2015-001103,14:46:45,Lila,Curtis,small the_greek
2015-001104,15:12:52,Jeremy,Sloan,medium ital_veggie;small ckn_pesto;small green_garden;medium cali_ckn
2015-001105,15:44:13,Dallas,Morse,medium ckn_alfredo;medium calabrese;large thai_ckn
2015-001106,16:01:16,Kamila,Miller,large sicilian
2015-001107,16:28:20,Blake,Mahoney,medium soppressata
2015-001108,16:52:50,Luciano,Duncan,large sicilian
2015-001109,17:07:16,Kameron,Fitzgerald,large pepperoni;large pep_msh_pep
2015-001110,17:10:14,Emory,Garza,large hawaiian;medium spinach_fet
2015-001111,17:11:46,Isabelle,Villa,medium ital_supr
2015-001112,17:17:19,Bennett,Patel,medium spinach_fet;small ckn_alfredo;x-large the_greek;large hawaiian
2015-001113,17:38:33,Jeremy,Holland,medium hawaiian;small big_meat
2015-001114,17:37:55,Wells,Conrad,large five_cheese;small big_meat
2015-001115,17:47:23,Julianna,Espinoza,medium thai_ckn;small sicilian
2015-001116,17:50:22,Carolina,Mcbride,small classic_dlx;large prsc_argla;large spin_pesto;large spicy_ital
2015-001117,17:57:46,Edward,Sosa,medium cali_ckn
2015-001118,18:00:06,Dahlia,Yates,medium spinach_fet
2015-001119,18:27:20,Sarai,Quinn,small big_meat;large ital_cpcllo
2015-001120,18:32:13,Amy,Khan,large pep_msh_pep;medium four_cheese
2015-001121,18:32:37,Joanna,Hobbs,small big_meat;x-large the_greek
2015-001122,18:52:11,Adriana,Gregory,small classic_dlx;small thai_ckn;large spinach_fet;large southw_ckn
2015-001123,19:03:35,Cooper,Foster,medium bbq_ckn;small hawaiian
2015-001124,18:59:35,Rory,Kennedy,medium ital_cpcllo;medium calabrese
2015-001125,19:16:56,Olivia,Guzman,large mexicana;small hawaiian
2015-001126,19:28:41,Parker,Frank,small southw_ckn
2015-001127,19:28:46,Raelyn,Mcclure,large classic_dlx;small pep_msh_pep;small veggie_veg
2015-001128,19:25:46,Lily,Obrien,medium cali_ckn;large thai_ckn
2015-001129,19:44:40,Valentina,Kane,medium cali_ckn;small pep_msh_pep;large hawaiian
2015-001130,19:35:11,Gunner,Kennedy,large ital_supr;large five_cheese
2015-001131,19:47:24,Kora,Li,medium pepperoni;large green_garden
2015-001132,20:32:30,Miles,Massey,large five_cheese;small pepperoni;small cali_ckn;large four_cheese
2015-001133,20:47:56,Isla,Wolfe,large napolitana;medium the_greek;large pep_msh_pep;large ital_cpcllo
2015-001134,20:45:03,Zachary,Farmer,small pep_msh_pep
2015-001135,21:58:20,Diana,Bates,large pepperoni
2015-001136,22:45:04,Sabrina,Davis,large ital_supr;small veggie_veg;medium thai_ckn
2015-001137,22:48:37,William,Arias,medium veggie_veg;large soppressata
2015-001138,11:48:13,Gracie,Mitchell,large mexicana
2015-001139,12:04:59,Harley,Turner,small the_greek;small sicilian;large spicy_ital;small ital_supr
2015-001140,12:18:32,Danna,Meadows,x-large the_greek;medium pepperoni;medium mexicana;medium ital_veggie;large ital_cpcllo
2015-001141,12:03:17,Emery,Santos,medium spinach_fet
2015-001142,12:21:52,Leilani,Campbell,large sicilian;large sicilian
2015-001143,12:15:07,Annie,Rivas,large five_cheese;small big_meat;large ital_supr
2015-001144,12:41:03,Abraham,Mcdonald,large mexicana;medium prsc_argla
2015-001145,12:39:48,Kevin,Mcdonald,medium spinach_supr;medium mediterraneo;small ckn_pesto;medium spicy_ital
2015-001146,12:57:15,Kevin,Meza,medium spinach_supr
2015-001147,13:00:23,Rosalie,Bush,small soppressata
2015-001148,13:06:42,Phoenix,Jimenez,medium ital_supr;small big_meat
2015-001149,12:53:54,Isaias,Ibarra,large prsc_argla;medium green_garden
2015-001150,13:22:24,Jolene,Hutchinson,small ckn_pesto;small napolitana;medium green_garden;large soppressata;small thai_ckn;medium green_garden;large five_cheese;medium napolitana;medium southw_ckn;medium classic_dlx;medium southw_ckn;small classic_dlx;large ital_supr;small cali_ckn
2015-001151,13:18:58,Makayla,Stanley,large four_cheese
2015-001152,13:15:30,Adonis,Bradford,medium ckn_alfredo
2015-001153,13:37:13,Ryleigh,Leach,medium soppressata;medium southw_ckn;medium peppr_salami;medium spicy_ital;large classic_dlx;small ital_supr;small big_meat;small sicilian;large five_cheese;large napolitana;large ital_cpcllo
2015-001154,13:37:30,Lily,Short,large five_cheese;large prsc_argla;large prsc_argla;small pepperoni
2015-001155,13:48:43,Helen,Horton,large hawaiian
2015-001156,14:04:48,Asa,Parrish,medium ital_cpcllo
2015-001157,14:02:13,Meadow,Lynch,small big_meat;small napolitana
2015-001158,13:50:52,Charlee,Curry,medium thai_ckn;large cali_ckn;medium cali_ckn
2015-001159,14:45:39,Sawyer,Conner,large cali_ckn
2015-001160,15:02:47,Violet,Atkins,large cali_ckn;small pep_msh_pep;medium ital_supr
2015-001161,15:07:54,Lexi,Avila,large thai_ckn
2015-001162,15:06:56,August,George,small spinach_supr;small calabrese
2015-001163,15:32:05,Hayden,Young,small cali_ckn
2015-001164,15:49:08,Lorelai,Boyle,large pep_msh_pep;medium veggie_veg
2015-001165,15:49:03,Ismael,Douglas,large ital_supr;large five_cheese
2015-001166,15:55:25,Sophia,Johnson,small veggie_veg
2015-001167,16:03:58,Jake,Page,large prsc_argla
2015-001168,16:40:54,Maryam,Grant,medium veggie_veg
2015-001169,16:56:28,Damon,Dyer,large ital_cpcllo;medium ital_veggie;medium pepperoni
2015-001170,17:16:22,Aziel,Young,medium bbq_ckn
2015-001171,17:19:27,Cora,Doyle,small classic_dlx
2015-001172,17:29:57,Jeffrey,Reid,medium classic_dlx;small the_greek
2015-001173,17:41:45,Maverick,Cox,large four_cheese;small veggie_veg
2015-001174,17:33:23,Elena,Middleton,large soppressata;small spinach_supr
2015-001175,17:44:59,Hudson,Becker,medium peppr_salami;small ital_cpcllo;large sicilian;large soppressata
2015-001176,17:50:28,Eduardo,Perez,small sicilian;medium peppr_salami;medium classic_dlx;small spicy_ital
2015-001177,18:12:54,Meadow,Hopkins,medium classic_dlx;small pepperoni
2015-001178,18:42:08,Greyson,Hoover,large spicy_ital
2015-001179,18:32:19,Gianni,Cervantes,large soppressata
2015-001180,18:44:46,Royce,Bender,small brie_carre;large five_cheese
2015-001181,18:50:50,Fatima,Howe,large cali_ckn
2015-001182,19:01:42,Santino,Valenzuela,large spin_pesto;small brie_carre;large five_cheese;medium bbq_ckn
2015-001183,19:29:46,Johnny,Ray,large pepperoni;large cali_ckn
2015-001184,19:51:08,Camden,Graham,large spinach_supr
2015-001185,19:31:18,Eden,Wright,large hawaiian
2015-001186,20:03:13,Jacob,Fuentes,large four_cheese;large thai_ckn
2015-001187,19:58:14,Millie,Wall,medium southw_ckn
2015-001188,19:58:02,Apollo,Wong,large spinach_supr
2015-001189,20:24:10,Thomas,Johnston,medium bbq_ckn
2015-001190,20:25:47,Danielle,Salazar,medium classic_dlx;large peppr_salami
2015-001191,20:35:21,Johnny,Crosby,large ital_supr;medium napolitana
2015-001192,20:47:00,Nicolas,Potter,large thai_ckn
2015-001193,20:59:26,Sylvie,Poole,small veggie_veg;large peppr_salami;small sicilian;medium cali_ckn
2015-001194,20:53:58,Caiden,Huerta,medium spicy_ital;large peppr_salami
2015-001195,21:31:02,Bowen,Yoder,small southw_ckn;small cali_ckn;large five_cheese
2015-001196,21:21:35,Valerie,Combs,large five_cheese;large spinach_fet
2015-001197,21:26:24,Selena,Walters,small green_garden
2015-001198,22:25:00,Cayden,Myers,small mediterraneo
2015-001199,22:45:19,Alexandra,Dominguez,medium ckn_alfredo
2015-001200,22:48:50,Rosalie,Torres,medium prsc_argla;medium ckn_alfredo
2015-001201,23:08:20,Brooklynn,Jacobson,large five_cheese;large spicy_ital
2015-001202,12:45:07,Rosalie,Reynolds,small big_meat
2015-001203,12:38:28,Tyler,Craig,large ital_supr
2015-001204,12:50:53,Jaziel,Wolfe,small big_meat;large hawaiian;medium veggie_veg;small sicilian
2015-001205,13:15:09,Briggs,Marks,medium veggie_veg
2015-001206,13:23:56,Esmeralda,Walton,medium ital_cpcllo;large hawaiian;large prsc_argla;small cali_ckn;small sicilian;large thai_ckn;medium classic_dlx;medium ital_supr;large five_cheese;large sicilian
2015-001207,13:34:49,Francisco,Cochran,small spinach_supr;medium calabrese
2015-001208,13:44:08,Collins,Robertson,small ital_cpcllo
2015-001209,13:52:52,Rowan,Day,large four_cheese;small veggie_veg;large four_cheese
2015-001210,14:03:00,Denver,Kim,medium cali_ckn
2015-001211,14:08:37,Maya,Davila,small spin_pesto
2015-001212,14:15:52,Everett,Mccoy,small mediterraneo;large pepperoni
2015-001213,14:29:52,Journey,Macias,small pepperoni;small southw_ckn
2015-001214,14:36:55,Lilah,Cantu,large ital_cpcllo;large southw_ckn;large ital_cpcllo;large ital_veggie;medium cali_ckn;small veggie_veg;medium veggie_veg;large ital_supr;large four_cheese;medium ital_supr;medium mexicana;medium bbq_ckn
2015-001215,14:41:05,Alana,Jones,large spinach_fet
2015-001216,14:50:41,Shiloh,Mcgee,medium bbq_ckn
2015-001217,15:08:17,Malik,Collins,small cali_ckn
2015-001218,15:15:37,Cameron,Ayala,large peppr_salami;small spicy_ital;small spinach_fet;large pepperoni
2015-001219,15:55:20,Abigail,Lane,large the_greek;medium veggie_veg;large sicilian;small pep_msh_pep
2015-001220,16:06:50,Chase,Mccormick,medium calabrese
2015-001221,16:09:16,Austin,Sparks,small pepperoni;small ckn_pesto
2015-001222,16:06:15,Ruth,Daniel,medium classic_dlx;large thai_ckn
2015-001223,16:19:52,Nova,Malone,medium prsc_argla
2015-001224,16:26:57,Violet,Sellers,small napolitana;large thai_ckn
2015-001225,16:37:56,Raelynn,Shepard,small sicilian;small pepperoni
2015-001226,16:42:37,Aitana,Perry,large four_cheese;small big_meat;small napolitana;medium ital_cpcllo
2015-001227,17:02:28,Julianna,Burns,small hawaiian
2015-001228,17:05:03,Viviana,Rosas,small napolitana;medium ital_veggie
2015-001229,17:03:50,Callen,Figueroa,small hawaiian
2015-001230,17:22:55,Lydia,Cobb,large ital_veggie;large thai_ckn;medium pep_msh_pep;small spinach_supr
2015-001231,17:30:01,Arlo,Schroeder,medium spicy_ital;medium cali_ckn
2015-001232,17:34:42,Emiliano,Kirby,medium pepperoni;medium veggie_veg;large soppressata;large prsc_argla
2015-001233,17:31:10,Reed,Cameron,small ital_cpcllo;large four_cheese;medium cali_ckn;small green_garden
2015-001234,18:08:42,Rachel,Hoffman,medium hawaiian;medium spinach_fet
2015-001235,18:40:31,Dariel,Villanueva,large thai_ckn;medium pep_msh_pep;medium green_garden
2015-001236,18:29:18,Kohen,Gordon,large mediterraneo
2015-001237,18:51:31,Joseph,Jordan,small sicilian;medium calabrese
2015-001238,18:58:07,Jorge,Zhang,large five_cheese;small mediterraneo;large ckn_pesto;small thai_ckn
2015-001239,19:08:14,Santiago,Vega,small cali_ckn
2015-001240,19:13:51,Joseph,Dawson,small soppressata;medium ckn_alfredo;medium veggie_veg
2015-001241,19:20:38,Adan,Macias,large spinach_fet;small ckn_pesto;large bbq_ckn
2015-001242,19:31:15,Angelo,Humphrey,large thai_ckn;medium sicilian;small sicilian;x-large the_greek
2015-001243,19:49:21,Walter,Luna,small spicy_ital;medium peppr_salami
2015-001244,20:01:17,Savannah,Willis,large pepperoni;small brie_carre;small bbq_ckn;medium napolitana
2015-001245,20:06:36,Jacob,Miranda,medium ckn_alfredo
2015-001246,20:04:40,Elle,Lambert,small big_meat;small spinach_supr;large five_cheese
2015-001247,20:37:02,Waylon,Hill,large four_cheese;medium classic_dlx;small hawaiian
2015-001248,20:53:18,Kendall,Rios,small spinach_supr
2015-001249,21:23:12,Catalina,Newman,small spinach_supr;large four_cheese
2015-001250,21:44:15,Muhammad,Spencer,medium pepperoni;medium peppr_salami;medium ital_veggie;small big_meat
2015-001251,22:02:25,Francis,Stout,medium peppr_salami
2015-001252,22:09:08,Teagan,Palmer,large cali_ckn
2015-001253,12:13:43,Lincoln,Smith,large mediterraneo;medium southw_ckn
2015-001254,12:33:18,Quinn,Contreras,large sicilian;small brie_carre
2015-001255,12:49:29,Maya,Fisher,small ital_veggie;small veggie_veg;small spinach_fet
2015-001256,12:38:52,Felicity,Mercado,small ital_supr
2015-001257,12:47:17,Kehlani,Warren,medium sicilian;medium veggie_veg;medium four_cheese
2015-001258,13:00:54,Jaiden,Byrd,medium cali_ckn
2015-001259,12:52:03,Charlee,Burke,small bbq_ckn
2015-001260,13:10:42,Malia,Matthews,small veggie_veg
2015-001261,13:05:50,Santiago,Goodwin,small pepperoni;small ckn_pesto;x-large the_greek;small big_meat
2015-001262,13:20:33,Evelyn,Avery,small mexicana
2015-001263,13:22:07,Annabelle,Kirby,large five_cheese
2015-001264,13:24:25,Alicia,Hardy,medium spinach_fet;large spicy_ital
2015-001265,13:43:51,Heidi,Mcdaniel,medium veggie_veg;medium bbq_ckn;large ital_veggie;small pep_msh_pep;small hawaiian;large napolitana;small southw_ckn;medium mediterraneo;medium thai_ckn;small spin_pesto;small pep_msh_pep;large five_cheese
2015-001266,13:39:22,Kason,Howe,medium ckn_pesto;medium bbq_ckn
2015-001267,13:35:31,Marshall,Little,medium pep_msh_pep
2015-001268,13:37:09,Aitana,Hail,large thai_ckn;medium ital_supr;large hawaiian
2015-001269,13:33:47,Shiloh,Lopez,medium calabrese
2015-001270,13:52:57,Stevie,Richardson,medium veggie_veg
2015-001271,13:40:48,Kamari,Palmer,small napolitana;medium classic_dlx;large southw_ckn;medium classic_dlx
2015-001272,13:51:38,Makenna,Cummings,small ckn_pesto;small mexicana
2015-001273,14:03:08,Layla,Beil,small big_meat
2015-001274,14:02:48,Matteo,Payne,small hawaiian;large ckn_pesto;medium sicilian;large four_cheese;small thai_ckn;large ital_veggie;large cali_ckn;large ckn_alfredo;small classic_dlx;medium bbq_ckn;large spinach_fet;medium veggie_veg;small bbq_ckn;large spinach_fet
2015-001275,14:10:25,Margot,Glover,medium ital_veggie
2015-001276,14:24:57,Briella,Francis,medium ital_veggie
2015-001277,14:40:53,Nico,Oconnor,medium spinach_supr;medium classic_dlx
2015-001278,14:39:32,Sterling,Booth,medium the_greek;medium spinach_fet;large bbq_ckn;large thai_ckn
2015-001279,15:05:24,Gabrielle,Hale,large spicy_ital;medium spicy_ital
2015-001280,15:11:36,Athena,Johnston,large four_cheese
2015-001281,15:43:37,Elliott,Livingston,medium sicilian
2015-001282,15:48:35,Sylas,Burke,small pepperoni;small big_meat
2015-001283,16:15:03,Kason,Weiss,small ital_supr;small classic_dlx;medium ckn_pesto;small spicy_ital
2015-001284,16:42:01,Seth,Turner,medium hawaiian;small cali_ckn
2015-001285,17:03:56,Alejandro,Liu,small spin_pesto;small pepperoni
2015-001286,17:16:49,Diana,Schaefer,medium pepperoni;large hawaiian
2015-001287,17:12:09,Lilith,Stone,small classic_dlx
2015-001288,17:48:43,Elliott,Wright,medium ckn_alfredo
2015-001289,17:57:43,Georgia,Lewis,medium classic_dlx;large bbq_ckn
2015-001290,18:02:44,Catherine,Guzman,large the_greek;medium bbq_ckn;small pep_msh_pep;large spicy_ital
2015-001291,18:02:08,Amira,Barnett,small spicy_ital;medium the_greek;large napolitana;medium pepperoni
2015-001292,18:14:54,Frances,Cardenas,small hawaiian;large five_cheese
2015-001293,18:07:50,Grant,Flynn,small pep_msh_pep
2015-001294,18:23:11,Jesus,Kirby,large ital_veggie;large hawaiian
2015-001295,18:21:44,Nayeli,Day,large ital_supr;small cali_ckn;medium cali_ckn
2015-001296,18:20:18,Carmen,Boyd,medium ckn_alfredo;medium four_cheese
2015-001297,18:40:54,Maximiliano,Bravo,small classic_dlx;small mediterraneo;small spicy_ital;large sicilian
2015-001298,18:27:30,Allie,Massey,small napolitana;large five_cheese;x-large the_greek
2015-001299,18:35:49,Isaac,Guevara,small pepperoni;small sicilian;medium ital_supr
2015-001300,19:10:27,Amira,Fischer,small southw_ckn;small pepperoni
2015-001301,19:27:29,Cristian,Norman,small classic_dlx;small bbq_ckn;x-large the_greek;large thai_ckn
2015-001302,19:24:38,Zaiden,Soto,small hawaiian;large hawaiian
2015-001303,19:45:01,Hayden,Knight,large mexicana;small big_meat;medium mexicana;small peppr_salami
2015-001304,19:43:57,Colter,Burnett,medium pepperoni
2015-001305,19:58:35,Laura,Diaz,small sicilian
2015-001306,20:14:08,Olive,Felix,small southw_ckn;large five_cheese
2015-001307,20:22:00,Brian,Rodriguez,small brie_carre
2015-001308,20:05:54,Ivy,Rosales,large calabrese
2015-001309,20:42:01,Joy,Becker,small classic_dlx
2015-001310,20:57:50,Amina,Paul,medium cali_ckn;medium spinach_fet
2015-001311,20:57:47,Olive,Mendoza,large five_cheese;small thai_ckn
2015-001312,21:02:02,Skylar,Rodgers,small spinach_fet
2015-001313,20:48:32,Liana,Camacho,large pepperoni
2015-001314,21:21:20,Autumn,Price,large napolitana;small classic_dlx;medium veggie_veg
2015-001315,21:24:45,Isla,Gallegos,large prsc_argla;small spin_pesto
2015-001316,21:22:45,Josiah,Summers,large napolitana
2015-001317,21:18:38,Erik,Everett,large thai_ckn
2015-001318,22:11:55,Madeleine,Wiley,large ital_supr;medium thai_ckn
2015-001319,23:02:54,Maryam,Mccarthy,large peppr_salami;medium spin_pesto;small pepperoni
2015-001320,23:40:01,Brooklyn,Montgomery,large five_cheese;small southw_ckn
2015-001321,11:50:56,Forrest,Curtis,small peppr_salami;small napolitana;large five_cheese
2015-001322,12:08:43,Bodie,Cobb,large peppr_salami;large cali_ckn
2015-001323,12:17:14,Adriana,Serrano,large pep_msh_pep;small sicilian;medium hawaiian;medium mexicana;small sicilian;medium ital_cpcllo;small southw_ckn;large hawaiian;medium the_greek;large five_cheese
2015-001324,12:29:49,Lola,Romero,small napolitana;medium calabrese;large prsc_argla
2015-001325,12:34:31,Parker,Cline,small classic_dlx;medium mexicana;medium pep_msh_pep
2015-001326,12:45:36,Jonah,Townsend,large four_cheese;large ckn_alfredo
2015-001327,12:44:36,Dakota,Rowe,large ital_veggie
2015-001328,13:05:14,Jane,Hahn,small bbq_ckn
2015-001329,13:27:00,Esther,Beltran,small peppr_salami
2015-001330,13:41:36,Leonidas,Orr,small green_garden;small big_meat
2015-001331,13:37:12,Elias,Williams,small thai_ckn;small prsc_argla;large pep_msh_pep
2015-001332,13:35:54,Juniper,Holloway,large pep_msh_pep
2015-001333,13:44:04,Charlie,Camacho,large four_cheese;large four_cheese;small pep_msh_pep
2015-001334,13:34:34,Mabel,Roberson,medium four_cheese
2015-001335,13:48:46,Lila,Perkins,medium soppressata
2015-001336,14:01:16,Greyson,Jenkins,small pepperoni
2015-001337,14:21:04,Saylor,Choi,small big_meat
2015-001338,14:25:57,Raegan,Huerta,small prsc_argla;x-large the_greek;medium ital_supr
2015-001339,14:47:43,Vivian,Bond,small big_meat;medium ital_veggie
2015-001340,14:59:04,Marley,Koch,small green_garden;large five_cheese;large ital_cpcllo;large spicy_ital;large four_cheese;large spin_pesto
2015-001341,14:54:34,Brooks,Murray,large ital_cpcllo;medium ckn_alfredo;large four_cheese;large classic_dlx
2015-001342,14:55:33,Andre,Hogan,medium cali_ckn
2015-001343,15:02:24,Atlas,Lowe,small thai_ckn
2015-001344,15:34:02,Frederick,Hardy,large five_cheese
2015-001345,15:28:03,Emery,Durham,small spin_pesto;medium mexicana
2015-001346,16:06:09,Marshall,Conway,medium four_cheese;large thai_ckn
2015-001347,16:16:54,Evan,Romero,medium four_cheese;medium bbq_ckn;large hawaiian
2015-001348,16:18:39,Samantha,Esparza,small thai_ckn
2015-001349,16:43:56,Adonis,Arnold,medium spicy_ital;large veggie_veg
2015-001350,16:45:42,Brooke,Roberts,medium cali_ckn;small pepperoni
2015-001351,16:45:22,Emiliano,Le,medium napolitana;large ital_supr
2015-001352,16:50:51,Rafael,Mills,large mexicana;medium spinach_fet;small pepperoni
2015-001353,17:10:52,Christian,Wheeler,medium classic_dlx;medium bbq_ckn
2015-001354,17:02:40,Jaden,Christensen,medium mexicana
2015-001355,17:18:13,Presley,Donovan,large hawaiian;small pepperoni
2015-001356,17:52:09,Kobe,Cantu,medium sicilian;large spicy_ital
2015-001357,17:59:22,Archie,Haynes,medium spicy_ital;small big_meat
2015-001358,17:58:20,Kayson,Dixon,large cali_ckn
2015-001359,18:28:19,Kailani,Villanueva,small peppr_salami
2015-001360,18:11:07,Milan,Lynch,large southw_ckn
2015-001361,18:21:02,Israel,Lucas,medium spinach_fet;large pepperoni
2015-001362,18:27:23,Elaine,Tanner,small bbq_ckn;medium ital_supr
2015-001363,18:27:36,Kyrie,Meyer,small veggie_veg;large pep_msh_pep;small southw_ckn;medium ital_veggie
2015-001364,18:33:46,Harley,Nunez,large bbq_ckn;small big_meat;large ital_cpcllo
2015-001365,18:26:23,Legend,Lawson,large southw_ckn
2015-001366,18:44:51,Jason,Taylor,medium prsc_argla;medium pepperoni
2015-001367,18:58:23,Danna,Douglas,medium peppr_salami;medium napolitana;small sicilian;small peppr_salami
2015-001368,18:56:38,Kason,Chang,small bbq_ckn;medium thai_ckn
2015-001369,19:07:29,Alaya,Sanchez,large five_cheese;medium four_cheese
2015-001370,19:28:13,Derek,Davis,medium napolitana;small napolitana
2015-001371,19:27:45,Hannah,Mcconnell,small bbq_ckn
2015-001372,19:43:06,Rylie,Chen,small big_meat;small ital_cpcllo
2015-001373,19:41:27,Grady,Dejesus,small spicy_ital;large pepperoni
2015-001374,19:45:33,Gabriella,Norris,large the_greek;small hawaiian
2015-001375,19:39:39,Maisie,Sullivan,medium bbq_ckn;large bbq_ckn;small big_meat
2015-001376,19:48:40,Brynlee,Beltran,large prsc_argla
2015-001377,20:11:34,Jaden,Boyd,small ital_veggie;medium mediterraneo;medium four_cheese;small big_meat
2015-001378,19:59:24,Cade,Dickerson,medium bbq_ckn;large four_cheese
2015-001379,20:15:41,Callie,Simpson,large soppressata;small prsc_argla;medium four_cheese
2015-001380,20:22:52,Paxton,Miller,large southw_ckn;medium pepperoni;medium ital_supr
2015-001381,20:35:46,Kyler,Lam,large spinach_fet;large cali_ckn;large thai_ckn
2015-001382,20:54:33,Kamari,Mcintosh,medium pepperoni;small mexicana;small hawaiian
2015-001383,21:13:08,Angela,Mosley,large five_cheese;large five_cheese
2015-001384,20:58:12,Archer,Schaefer,small classic_dlx;large veggie_veg
2015-001385,21:41:25,Lena,Lindsey,small ckn_pesto;small pep_msh_pep
2015-001386,21:41:43,Camilla,Hunt,large bbq_ckn;large ital_cpcllo
2015-001387,21:47:04,Bennett,Prince,small napolitana;large thai_ckn;large sicilian
2015-001388,22:54:26,Bodie,Hancock,large cali_ckn
2015-001389,22:36:34,Titus,Horn,medium classic_dlx
2015-001390,12:15:50,Zane,Mccormick,large thai_ckn
2015-001391,13:08:48,Ryder,Cuevas,large ital_supr;small soppressata;large spinach_supr;small spinach_supr
2015-001392,13:08:04,Raven,Livingston,small green_garden;large napolitana
2015-001393,13:28:47,Kai,Adams,medium bbq_ckn;small thai_ckn
2015-001394,14:03:07,Ayla,Farmer,small hawaiian
2015-001395,14:19:28,Gael,George,small thai_ckn
2015-001396,14:12:23,Sarai,Vaughn,small ckn_pesto
2015-001397,14:29:16,Emmett,Dixon,large five_cheese
2015-001398,14:33:13,Alan,Douglas,large hawaiian;small classic_dlx;medium thai_ckn;small spin_pesto;large thai_ckn;medium spin_pesto
2015-001399,14:36:01,Theo,Parrish,large napolitana;large prsc_argla;small big_meat;small thai_ckn
2015-001400,14:45:23,Aurora,Bowen,medium classic_dlx
2015-001401,14:44:14,Logan,Lucas,small thai_ckn
2015-001402,14:51:01,Danielle,Guerra,small hawaiian;small soppressata;small classic_dlx
2015-001403,15:36:30,Sarai,Hunter,small mexicana
2015-001404,15:36:23,Anderson,Wang,medium peppr_salami;medium green_garden
2015-001405,15:47:43,Hudson,Wang,small cali_ckn;small bbq_ckn;large sicilian
2015-001406,15:58:29,Corbin,Mcdowell,small classic_dlx
2015-001407,15:55:56,Elizabeth,Todd,small mexicana
2015-001408,16:43:15,Gia,Clark,small pep_msh_pep;small spinach_supr
2015-001409,16:45:32,Evie,Kennedy,small prsc_argla
